year,팀명,PA,AB,H,TB,BB,HBP,SO,SF,AVG,OBP,SLG,ISO,SO_PA,BBHBP_PA,wRC_plus
2023,롯데,5415.0,4732.0,1269.0,1741.0,511.0,47.0,961.0,55.0,0.2681741335587489,0.3418147801683817,0.3679205409974641,0.09974640743871516,0.17746999076638967,0.10304709141274238,96.76278855032318
2023,삼성,5331.0,4685.0,1253.0,1756.0,469.0,60.0,884.0,42.0,0.26744930629669156,0.339041095890411,0.37481323372465314,0.10736392742796158,0.16582254736447197,0.09923091352466704,97.7688801350591
2023,키움,5590.0,4930.0,1300.0,1761.0,481.0,73.0,1055.0,58.0,0.26369168356997974,0.33453626849512813,0.35720081135902637,0.09350912778904663,0.1887298747763864,0.09910554561717352,94.96830053667264
2023,한화,5485.0,4775.0,1166.0,1699.0,526.0,86.0,1125.0,40.0,0.24418848167539267,0.32762115349180027,0.35581151832460733,0.11162303664921466,0.20510483135824978,0.11157702825888788,91.92917046490427
2024,KIA,5657.0,4983.0,1501.0,2296.0,517.0,58.0,880.0,53.0,0.3012241621513145,0.36998752450543576,0.4607666064619707,0.15954244431065623,0.15555948382534912,0.10164398090860881,115.41308113841258
2024,KT,5430.0,4747.0,1340.0,2021.0,544.0,46.0,1017.0,43.0,0.28228354750368656,0.3587360594795539,0.42574257425742573,0.14345902675373917,0.18729281767955802,0.10865561694290976,101.53710865561695
2024,LG,5541.0,4758.0,1362.0,1992.0,603.0,65.0,926.0,72.0,0.2862547288776797,0.36922517279010547,0.41866330390920553,0.1324085750315258,0.16711784876376107,0.12055585634362029,111.21761414907057
2024,NC,5655.0,4918.0,1351.0,2104.0,505.0,127.0,1172.0,55.0,0.274705164701098,0.3537912578055308,0.4278161854412363,0.15311102074013827,0.2072502210433245,0.11175950486295314,105.46176834659595
2024,SSG,5446.0,4825.0,1333.0,2058.0,452.0,71.0,1049.0,48.0,0.2762694300518135,0.34395848776871757,0.4265284974093264,0.15025906735751293,0.1926184355490268,0.09603378626514873,94.69649283878076
2024,두산,5456.0,4786.0,1334.0,2055.0,481.0,78.0,1013.0,58.0,0.27872962808190554,0.35036091060521934,0.42937735060593396,0.15064772252402842,0.18566715542521994,0.10245601173020528,104.50582844574781
2024,롯데,5530.0,4900.0,1416.0,2145.0,483.0,60.0,1013.0,57.0,0.2889795918367347,0.35618181818181816,0.4377551020408163,0.14877551020408158,0.18318264014466545,0.09819168173598554,101.22063291139243
2024,삼성,5412.0,4723.0,1299.0,2069.0,513.0,82.0,1074.0,44.0,0.27503705272072837,0.35322640805669525,0.4380690239254711,0.16303197120474272,0.1984478935698448,0.10994087213599409,100.63030303030303
2024,키움,5373.0,4758.0,1287.0,1851.0,464.0,69.0,1025.0,49.0,0.27049180327868855,0.3408239700374532,0.3890290037831021,0.11853720050441358,0.19076865810534152,0.09919970221477759,93.58695328494322
2024,한화,5632.0,4942.0,1341.0,1981.0,524.0,85.0,1056.0,40.0,0.2713476325374342,0.34877481666964766,0.40084985835694054,0.12950222581950632,0.1875,0.10813210227272728,94.77231889204545
2025,KIA,5471.0,4814.0,1253.0,1942.0,513.0,64.0,1171.0,39.0,0.2602825093477358,0.3370165745856354,0.4034067303697549,0.1431242210220191,0.2140376530798757,0.10546518004021203,105.78135624200328
2025,KT,5445.0,4720.0,1214.0,1768.0,540.0,80.0,1000.0,42.0,0.2572033898305085,0.34076551467855815,0.37457627118644066,0.11737288135593216,0.18365472910927455,0.11386593204775022,97.20734618916437
2025,LG,5577.0,4799.0,1343.0,1978.0,594.0,64.0,938.0,57.0,0.2798499687434882,0.3628944504896627,0.4121692019170661,0.13231923317357785,0.16819078357539896,0.11798457952304106,120.28142370450063
2025,NC,5417.0,4675.0,1231.0,1891.0,497.0,133.0,1028.0,51.0,0.26331550802139037,0.34746079163554894,0.40449197860962566,0.1411764705882353,0.18977293705002768,0.11630053535167066,106.52194941849733
2025,SSG,5420.0,4789.0,1234.0,1804.0,485.0,57.0,1130.0,37.0,0.25767383587387765,0.33084947839046197,0.37669659636667363,0.11902276049279598,0.20848708487084872,0.1,92.19881918819188
2025,두산,5396.0,4777.0,1269.0,1854.0,461.0,64.0,1124.0,42.0,0.2656478961691438,0.33570359281437123,0.3881096922754867,0.12246179610634289,0.20830244625648628,0.09729429206819866,102.09714603409932
2025,롯데,5613.0,4883.0,1307.0,1822.0,524.0,91.0,1006.0,44.0,0.26766332172844565,0.34680620714543486,0.37313127175916444,0.1054679500307188,0.17922679494031712,0.10956707642971673,96.85250311776234
2025,삼성,5440.0,4691.0,1290.0,2038.0,547.0,85.0,1015.0,53.0,0.2749946706459177,0.35751488095238093,0.4344489447878917,0.159454274141974,0.18658088235294118,0.1161764705882353,111.54700367647058
2025,키움,5185.0,4649.0,1151.0,1711.0,409.0,63.0,1134.0,31.0,0.24758012475801247,0.31502329192546585,0.3680361368036137,0.12045601204560122,0.21870781099324976,0.09103182256509161,92.58
2025,한화,5401.0,4759.0,1282.0,1900.0,432.0,87.0,990.0,46.0,0.2693843244379071,0.33827948910593536,0.3992435385585207,0.12985921412061358,0.18329938900203666,0.09609331605258285,101.57820773930754
