,PA,PA,PA,PA,PA,PA,PA,PA,G,G,G,G,G,G,G,G,OBP,OBP,OBP,OBP,OBP,OBP,OBP,OBP,SLG,SLG,SLG,SLG,SLG,SLG,SLG,SLG,HR,HR,HR,HR,HR,HR,HR,HR,BB,BB,BB,BB,BB,BB,BB,BB,R/ePA,R/ePA,R/ePA,R/ePA,R/ePA,R/ePA,R/ePA,R/ePA,WAR,WAR,WAR,WAR,WAR,WAR,WAR,WAR,wRC+,wRC+,wRC+,wRC+,wRC+,wRC+,wRC+,wRC+,AVG,AVG,AVG,AVG,AVG,AVG,AVG,AVG,GDP,GDP,GDP,GDP,GDP,GDP,GDP,GDP,AB,AB,AB,AB,AB,AB,AB,AB,H,H,H,H,H,H,H,H,SO,SO,SO,SO,SO,SO,SO,SO
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,31.0,181.5483870967742,188.65839299461825,2.0,14.0,113.0,313.0,596.0,31.0,58.096774193548384,48.53820133922674,2.0,9.0,53.0,98.5,137.0,31.0,0.2711612903225807,0.12345933116461023,0.0,0.20700000000000002,0.301,0.34299999999999997,0.5,31.0,0.2487741935483871,0.14833019689809612,0.0,0.165,0.268,0.35,0.541,31.0,3.225806451612903,6.969981718863423,0.0,0.0,0.0,2.0,31.0,31.0,17.258064516129032,21.497236631616143,0.0,1.0,8.0,25.5,74.0,31.0,0.05154838709677418,0.09771961205738161,-0.167,-0.008,0.082,0.1095,0.222,31.0,0.4519354838709677,1.5472673101414176,-0.92,-0.33999999999999997,-0.1,0.95,6.74,31.0,43.60322580645161,81.21729488998825,-145.6,-6.499999999999999,70.0,93.1,173.2,31.0,0.1875161290322581,0.1084662377478946,0.0,0.1445,0.221,0.2485,0.5,31.0,3.3225806451612905,3.978166217192654,0.0,0.0,3.0,5.0,16.0,31.0,158.25806451612902,162.80724139135327,1.0,13.0,105.0,283.5,521.0,31.0,38.193548387096776,43.9290483657748,0.0,2.0,19.0,68.5,153.0,31.0,37.483870967741936,36.8626920410885,0.0,5.5,33.0,57.0,127.0
2024,26.0,219.30769230769232,192.45254360091357,1.0,55.0,151.5,367.5,601.0,26.0,70.26923076923077,46.5081134360943,1.0,27.0,68.0,120.5,136.0,26.0,0.2987692307692308,0.10279311560306272,0.0,0.28325,0.327,0.36124999999999996,0.423,26.0,0.3173076923076923,0.1472846955337232,0.0,0.27575000000000005,0.3345,0.412,0.583,26.0,4.884615384615385,7.4904041176797564,0.0,0.0,1.0,4.75,24.0,26.0,20.384615384615383,19.28953482710648,0.0,6.25,11.5,30.5,63.0,26.0,0.07815384615384616,0.09639655276313248,-0.19,0.06075,0.1115,0.1435,0.166,26.0,0.5019230769230769,0.8446964862281326,-0.93,-0.1375,0.33499999999999996,1.0425,2.49,26.0,57.53076923076923,71.47635563866288,-151.2,45.025,82.0,105.425,119.8,26.0,0.22161538461538463,0.0914934213692228,0.0,0.2085,0.26,0.277,0.301,26.0,4.1923076923076925,3.8576597130304875,0.0,0.25,3.5,6.0,12.0,26.0,192.5,168.7500518518439,1.0,50.25,133.5,324.25,526.0,26.0,51.96153846153846,48.80940955941244,0.0,11.25,31.5,88.75,143.0,26.0,41.42307692307692,36.29013428128706,1.0,16.25,31.5,57.5,129.0
2025,27.0,205.44444444444446,186.60021711038016,1.0,22.0,196.0,295.5,624.0,27.0,68.77777777777777,50.32688021122382,2.0,18.5,66.0,116.0,144.0,27.0,0.328037037037037,0.21922862697009005,0.0,0.259,0.329,0.3485,1.0,27.0,0.4360740740740741,0.5447216597581618,0.0,0.243,0.34,0.4335,3.0,27.0,4.296296296296297,7.273845744091079,0.0,0.0,1.0,4.0,32.0,27.0,16.25925925925926,17.16569161615601,0.0,0.5,13.0,23.0,70.0,27.0,0.1308888888888889,0.27386244909742746,-0.17,0.043000000000000003,0.103,0.1395,1.328,27.0,0.7407407407407409,1.3397644050237567,-1.34,-0.11499999999999999,0.23,1.5750000000000002,4.88,27.0,116.64814814814817,263.25046332104796,-137.9,35.5,85.6,115.9,1314.7,27.0,0.2730740740740741,0.22559731414214168,0.0,0.172,0.26,0.28,1.0,27.0,4.037037037037037,4.8236714510636265,0.0,1.0,3.0,4.5,22.0,27.0,181.1851851851852,164.7251877048178,1.0,21.5,174.0,264.5,539.0,27.0,48.25925925925926,48.14768353928805,0.0,2.5,36.0,77.0,169.0,27.0,38.44444444444444,34.157253237313284,0.0,7.0,37.0,57.0,125.0
